kic,TCE_ID,tic,disposition,not_transit,pn,n_plan,period,depth
8711794,008711794-01,268481319,PC,0,1,1,8.981003868,1056.825795
8711908,008711908-01,268481489,FP,1,1,1,1.139283845,6.423604555
8712155,008712155-01,268481277,FP,1,1,3,5.6602357560000005,46.2464864
8712155,008712155-02,268481277,FP,1,2,3,136.1944983,353.8124709
8712155,008712155-03,268481277,FP,1,3,3,1.1469991370000001,56.36469531
8712760,008712760-01,268609211,FP,1,1,1,0.6005750438,60.53055927
8712863,008712863-01,268609343,FP,1,1,1,0.5325136478,17.10979728
8713828,008713828-01,268928986,FP,1,1,2,1.370277124,13.2322577
8713828,008713828-02,268928986,FP,1,2,2,0.9127691575,16.63905318
8715392,008715392-01,239236501,FP,1,1,3,1.253992391,11.50468244
8715392,008715392-02,239236501,FP,1,2,3,70.90712625,105.1389531
8715392,008715392-03,239236501,FP,1,3,3,52.12313667,130.1887829
8715511,008715511-01,239236655,FP,1,1,1,448.1672006,187.3998106
8716028,008716028-01,239275540,FP,1,1,8,1.75239898,73.50479466
8716028,008716028-02,239275540,FP,1,2,8,1.752389024,68.57633451
8716028,008716028-03,239275540,FP,1,3,8,532.8743335,576.2756705
8716028,008716028-04,239275540,FP,1,4,8,14.7630418,175.8430622
8716028,008716028-05,239275540,FP,1,5,8,98.42713913,536.0080138999999
8716028,008716028-06,239275540,FP,1,6,8,508.14039060000005,503.2701805
8716028,008716028-07,239275540,FP,1,7,8,72.85148853,273.5794363
8716028,008716028-08,239275540,FP,1,8,8,34.93475762,164.6790761
8716954,008716954-01,239289490,FP,1,1,1,0.5956332338,5.245239208
8717065,008717065-01,239308062,FP,1,1,2,0.7172838525,28.98757792
8717065,008717065-02,239308062,FP,1,2,2,0.7172700490999999,20.06901008
8717742,008717742-01,240195579,FP,1,1,3,1.293481127,77.20985595
8717742,008717742-02,240195579,FP,1,2,3,254.3676266,535.4713529
8717742,008717742-03,240195579,FP,1,3,3,171.359166,1177.28792
8718678,008718678-01,185060075,FP,1,1,1,0.7930861045,15.75534076
8719324,008719324-01,185109374,FP,1,1,6,10.2327216,1890.3650489999998
8719324,008719324-02,185109374,FP,1,2,6,10.23289678,492.56119670000004
8719324,008719324-03,185109374,FP,1,3,6,10.23286787,408.5340623
8719324,008719324-04,185109374,FP,1,4,6,1.7055062140000001,26.56745443
8719324,008719324-06,185109374,FP,1,6,6,2.046559156,175.60950780000002
8719419,008719419-01,185109254,FP,0,1,2,12.62531063,37844.832239999996
8719419,008719419-02,185109254,FP,1,2,2,371.0219383,1814.904139
8733439,008733439-01,351804707,FP,1,1,1,417.19687680000004,134.5402103
8733898,008733898-01,123417850,PC,0,1,3,1.565400801,2706.290759
8733898,008733898-02,123417850,PC,0,2,3,3.0361937169999997,1639.509629
8733898,008733898-03,123417850,PC,0,3,3,5.148869961,2181.826394
8737501,008737501-01,164670883,FP,1,1,2,1.0814174490000001,4.181260926
8737501,008737501-02,164670883,FP,1,2,2,73.80064406,55.52257478
8737568,008737568-01,164670885,FP,1,1,2,452.0260918000001,125.67336429999999
8737568,008737568-02,164670885,FP,1,2,2,385.5768226,81.56780025
8737796,008737796-01,164677677,FP,1,1,2,1.771431356,85.47433952
8737796,008737796-02,164677677,FP,1,2,2,1.7714893919999999,1391.0976859999998
8738244,008738244-01,164726308,FP,1,1,5,1.366168019,62.14814956
8738244,008738244-02,164726308,FP,1,2,5,0.6837042366,75.67999848
8738244,008738244-03,164726308,FP,1,3,5,14.98147451,338.4380823999999
8738244,008738244-04,164726308,FP,1,4,5,38.34554161,492.1139756
8738244,008738244-05,164726308,FP,1,5,5,27.98297154,1016.117275
8739209,008739209-01,164831280,FP,1,1,1,3.697195835,14.65682426
8740578,008740578-01,279913088,FP,1,1,1,442.03783339999995,618.8501647999999
8741367,008741367-01,158213354,PC,0,1,1,0.9887896699,102.9065585
8741677,008741677-01,158221033,FP,1,1,2,2.7316329539999997,7.385419472000001
8741677,008741677-02,158221033,FP,1,2,2,2.731089915,20.59806628
8745924,008745924-01,158835355,FP,1,1,10,3.1872888980000003,10.5736641
8745924,008745924-02,158835355,FP,1,2,10,161.8505592,171.8554283
8745924,008745924-03,158835355,FP,1,3,10,168.47773590000003,78.52357316
8745924,008745924-04,158835355,FP,1,4,10,465.16260710000006,163.0747254
8745924,008745924-05,158835355,FP,1,5,10,168.12257169999998,208.7609342
8745924,008745924-06,158835355,FP,1,6,10,135.8426188,203.08924040000002
8745924,008745924-08,158835355,FP,1,8,10,33.24008942,100.02255600000001
8745924,008745924-09,158835355,FP,1,9,10,167.6346153,261.385455
8745924,008745924-10,158835355,FP,1,10,10,302.35163719999997,155.24669980000002
8746355,008746355-01,158843671,FP,1,1,1,457.3332876,642.2646542
8747735,008747735-01,159097292,FP,1,1,1,0.8294343679999999,2.572705403
8747865,008747865-01,159097406,FP,1,1,10,1.2091311279999999,12.45769081
8747865,008747865-02,159097406,FP,1,2,10,97.19827037,263.5781641
8747865,008747865-04,159097406,FP,1,4,10,69.62221603,143.5089791
8747865,008747865-05,159097406,FP,1,5,10,266.03747319999997,198.4469666
8747865,008747865-06,159097406,FP,1,6,10,115.94371940000002,236.8401659
8747865,008747865-07,159097406,FP,1,7,10,46.90220173,175.2677199
8747865,008747865-08,159097406,FP,1,8,10,40.48206215,113.4907118
8747865,008747865-09,159097406,FP,1,9,10,115.12833959999999,287.07277589999995
8747865,008747865-10,159097406,FP,1,10,10,126.754341,261.2559961
8747939,008747939-01,159108128,FP,1,1,1,646.7607546,102.2667907
8748251,008748251-01,159108140,FP,1,1,3,0.9969612167,6.67153613
8748251,008748251-02,159108140,FP,1,2,3,75.68212675,118.17529840000002
8748251,008748251-03,159108140,FP,1,3,3,20.98555646,185.2315215
8749844,008749844-01,159387115,FP,1,1,1,361.5110323,271.1079058
8750043,008750043-01,159440697,PC,0,1,1,2.2950254759999997,164.8014346
8750155,008750155-01,159440606,FP,1,1,1,453.90140419999994,182.0743767
8750446,008750446-01,159452139,FP,1,1,2,3.097624288,94.33900405
8750446,008750446-02,159452139,FP,1,2,2,3.096644065,65.37751558
8750803,008750803-01,159452155,FP,1,1,9,2.63643724,20.77792813
8750803,008750803-02,159452155,FP,1,2,9,89.80744245,1818.22323
8750803,008750803-03,159452155,FP,1,3,9,45.81733479,490.11017860000004
8750803,008750803-05,159452155,FP,1,5,9,14.84608516,135.8671681
8750803,008750803-06,159452155,FP,1,6,9,247.81903390000002,713.4409923
8750803,008750803-07,159452155,FP,1,7,9,215.8673107,5293.485291
8750803,008750803-08,159452155,FP,1,8,9,19.17120362,204.1074474
8750803,008750803-09,159452155,FP,1,9,9,21.8588081,242.1469711
8751056,008751056-01,159520860,FP,1,1,3,3.964350475,19.98466558
8751056,008751056-02,159520860,FP,1,2,3,150.76822980000003,127.8995101
8751056,008751056-03,159520860,FP,1,3,3,307.7283407,52.72493625
8751770,008751770-01,159647869,FP,1,1,1,4.493676332,28.10877419
8751796,008751796-01,159647919,PC,0,1,1,4.453435146,44.35843441
8752359,008752359-01,159721836,FP,1,1,1,2.447429666,158.88848869999998
8753657,008753657-01,63066101,PC,0,1,2,2.4262925369999997,162.56195459999998
8753657,008753657-02,63066101,PC,0,2,2,4.623327445,63.16543116
8757910,008757910-01,270521099,FP,0,1,2,1.309995373,111.3495399
8757910,008757910-02,270521099,FP,1,2,2,0.655006112,49.40290855
8758161,008758161-01,270615728,FP,0,1,1,0.998234706,88455.60863999999
8759145,008759145-01,270786806,FP,1,1,1,1.1063220040000001,18.75227428
8760767,008760767-01,271162342,FP,1,1,4,0.7502137743,17.68637061
8760767,008760767-02,271162342,FP,1,2,4,242.38288870000002,101.2653446
8760767,008760767-03,271162342,FP,1,3,4,119.45549960000001,228.1302963
8760767,008760767-04,271162342,FP,1,4,4,239.97216859999997,193.010174
8761550,008761550-01,271351708,FP,1,1,2,295.346694,146.4809308
8761550,008761550-02,271351708,FP,1,2,2,224.59445449999998,124.29713770000001
8766619,008766619-01,272492098,FP,1,1,6,0.585600416,3.062086938
8766619,008766619-02,272492098,FP,1,2,6,0.55378462,62.23739516
8766619,008766619-03,272492098,FP,1,3,6,0.8086216336,90.84769473
8766619,008766619-05,272492098,FP,1,5,6,71.43245905,831.7986659
8766650,008766650-01,272491981,PC,0,1,1,12.43931207,263.870827
8771498,008771498-01,273580799,FP,1,1,2,1.212845131,116.0452195
8771498,008771498-02,273580799,FP,1,2,2,1.2128097359999999,103.61938029999999
8772391,008772391-01,273689324,FP,1,1,1,0.6347335422,17.13123116
8773015,008773015-01,273866337,PC,0,1,3,15.60479842,69.19279781
8773015,008773015-02,273866337,FP,1,2,3,444.2576892,181.85050719999998
8773015,008773015-03,273866337,PC,0,3,3,6.319110314,30.60022315
8773961,008773961-01,274129089,FP,1,1,3,0.9805880567,11.06735477
8773961,008773961-02,274129089,FP,1,2,3,4.855085948999999,42.78229119
8773961,008773961-03,274129089,FP,1,3,3,1.6184009659999998,41.53044217
8774912,008774912-01,268156897,FP,1,1,6,349.9907662,699.8204146
8774912,008774912-02,268156897,FP,1,2,6,161.5380493,677.8432333
8774912,008774912-03,268156897,FP,1,3,6,265.0332605,1876.3323010000001
8774912,008774912-04,268156897,FP,1,4,6,426.39421830000003,1581.822873
8774912,008774912-05,268156897,FP,1,5,6,592.8000185,450.1788141
8774912,008774912-06,268156897,FP,1,6,6,409.67244439999996,536.260101
8776850,008776850-01,268609741,FP,1,1,4,453.5202507,188.32143480000002
8776850,008776850-02,268609741,FP,1,2,4,534.2113146,104.5612186
8776850,008776850-03,268609741,FP,1,3,4,413.45774900000004,537.455175
8776850,008776850-04,268609741,FP,1,4,4,505.3040212,817.8494872
8776920,008776920-01,268609819,FP,1,1,5,0.9818122779,23.05571994
8776920,008776920-02,268609819,FP,1,2,5,128.07103329999998,213.31448230000004
8776920,008776920-03,268609819,FP,1,3,5,182.0121578,252.2732134
8776920,008776920-04,268609819,FP,1,4,5,131.7504213,270.05159219999996
8776920,008776920-05,268609819,FP,1,5,5,217.3946458,241.59269680000003
8779464,008779464-01,239236315,FP,1,1,1,372.26025350000003,341.8789291
8780099,008780099-01,239275741,FP,1,1,1,4.3676574619999995,15.40398038
8780458,008780458-01,239275698,FP,1,1,1,444.2221722,599.6216109000001
8780959,008780959-01,239289191,FP,0,1,4,2.617292704,2750.715629
8780959,008780959-02,239289191,PC,0,2,4,5.11175123,234.10539169999998
8780959,008780959-03,239289191,FP,1,3,4,9.630928842000001,228.5886256
8780959,008780959-04,239289191,FP,1,4,4,18.57847385,240.4129577
8782002,008782002-01,240195847,FP,1,1,7,2.9097495789999996,15.76518499
8782002,008782002-02,240195847,FP,1,2,7,2.909462847,21.95023225
8782002,008782002-03,240195847,FP,1,3,7,87.56875753,90.22186331
8782002,008782002-04,240195847,FP,1,4,7,77.32353716,164.0772128
8782002,008782002-05,240195847,FP,1,5,7,169.9543659,220.03721209999998
8782002,008782002-06,240195847,FP,1,6,7,157.5463681,138.43277949999998
8782002,008782002-07,240195847,FP,1,7,7,219.8979279,241.5733233
8782561,008782561-01,184947728,FP,1,1,3,0.5814420551,854.1383963
8782561,008782561-02,184947728,FP,1,2,3,0.5814375263,957.6683114
8782561,008782561-03,184947728,FP,1,3,3,0.5814365509,935.3288570000001
8782626,008782626-01,184947643,FP,1,1,1,0.5307876326,75.48141569
8782821,008782821-01,184947688,FP,1,1,3,1.5849037080000001,77.09775827
8782821,008782821-02,184947688,FP,1,2,3,1.584909135,365.53124269999995
8782821,008782821-03,184947688,FP,1,3,3,1.584847125,416.508428
8783270,008783270-01,185060428,FP,1,1,10,0.5193521704,77.22832866
8783270,008783270-02,185060428,FP,1,2,10,4.505537154,691.135626
8783270,008783270-03,185060428,FP,1,3,10,6.98682567,665.5266664
8783270,008783270-04,185060428,FP,1,4,10,8.258430971000001,930.2934442
8783270,008783270-05,185060428,FP,1,5,10,19.73754572,644.0565263
8783270,008783270-06,185060428,FP,1,6,10,3.577227621,487.7265352
8783270,008783270-07,185060428,FP,1,7,10,7.824957652999999,1051.974835
8783270,008783270-08,185060428,FP,1,8,10,6.005496935,1459.712565
8783270,008783270-09,185060428,FP,1,9,10,6.21618708,1887.2568780000001
8783270,008783270-10,185060428,FP,1,10,10,8.919382396,332.3017638
8784359,008784359-01,185186432,FP,1,1,1,0.5700969827000001,12.52049287
8800954,008800954-01,164522394,FP,1,1,1,352.1056244,128.02006609999998
8801316,008801316-01,164527695,PC,0,1,1,3.937988363,19.63573487
8801343,008801343-01,164527723,FP,0,1,3,2.739874934,19957.78789
8801343,008801343-02,164527723,FP,1,2,3,1.369929538,298.22528339999997
8801343,008801343-03,164527723,FP,1,3,3,567.1136631,835.8121708
8801883,008801883-01,164560186,FP,1,1,1,324.8712467,160.7001744
8804455,008804455-01,164882874,FP,0,1,2,2.39263609,106.393281
8804455,008804455-02,164882874,PC,0,2,2,7.596667544,120.8555646
8805179,008805179-01,352012896,FP,1,1,1,528.8095073,84.41869224
8805348,008805348-01,352012975,PC,0,1,1,29.90722143,586.1362063999999
8805736,008805736-01,158113960,FP,1,1,1,5.419963221000001,14.14119657
8806985,008806985-01,158221180,PC,0,1,1,7.537343193,42.63164002
8813404,008813404-01,159108202,FP,1,1,1,374.8018381,205.4163919
8814775,008814775-01,159387664,FP,1,1,5,606.250345,1834.186768
8814775,008814775-02,159387664,FP,1,2,5,274.7249776,3076.721731
8814775,008814775-03,159387664,FP,1,3,5,471.0346686000001,2624.623148
8814775,008814775-04,159387664,FP,1,4,5,310.84946329999997,1616.850449
8814775,008814775-05,159387664,FP,1,5,5,493.0266233,2785.964394
8815923,008815923-01,159452247,FP,1,1,3,5.02595937,12.92676541
8815923,008815923-02,159452247,FP,1,2,3,217.18328300000002,164.51129980000002
8815923,008815923-03,159452247,FP,1,3,3,5.027122900000001,11.53588509
8816310,008816310-01,159520595,FP,1,1,4,1.778417942,43.22108351
8816310,008816310-02,159520595,FP,1,2,4,1.778512911,28.62981476
8816310,008816310-03,159520595,FP,1,3,4,18.408320800000002,340.5776212
8816310,008816310-04,159520595,FP,1,4,4,20.75417061,441.90167280000003
8816959,008816959-01,159647676,FP,1,1,1,2.069982891,10.52581734
8818095,008818095-01,159762666,FP,1,1,3,1.0878813379999999,6.370880608999999
8818095,008818095-02,159762666,FP,1,2,3,36.30930195,142.7016602
8818095,008818095-03,159762666,FP,1,3,3,307.96409910000006,185.89244480000002
8818205,008818205-01,159762635,FP,1,1,1,561.8392101,88.59308039
8818497,008818497-01,63000481,FP,1,1,4,3.2664700260000004,47.57919081
8818497,008818497-02,63000481,FP,1,2,4,3.26649216,104.0056456
8818497,008818497-03,63000481,FP,1,3,4,356.217446,193.98017919999998
8818497,008818497-04,63000481,FP,1,4,4,139.6877127,101.6935674
8819528,008819528-01,63127491,FP,1,1,1,2.333837616,3.054142885
8822366,008822366-01,275573748,PC,0,1,1,30.86405022,251.7028528
8823426,008823426-01,270615845,FP,0,1,1,1.506474008,406.64538569999996
8823713,008823713-01,270700489,FP,1,1,1,0.5634795012,3.053402228
8823833,008823833-01,270700465,FP,0,1,1,1.5064495980000001,39.3179656
8823868,008823868-01,270700608,FP,1,1,6,23.87613576,5216.630202
8823868,008823868-02,270700608,FP,1,2,6,23.87613596,1631.281999
8823868,008823868-03,270700608,FP,1,3,6,2.7663447310000002,7.540398774
8823868,008823868-04,270700608,FP,1,4,6,112.8643781,45.79303604
8823868,008823868-05,270700608,FP,1,5,6,234.60707999999997,92.47749576
8823868,008823868-06,270700608,FP,1,6,6,298.34425550000003,98.36304476
8824602,008824602-01,270857425,FP,1,1,3,2.079792404,13.74667746
8824602,008824602-02,270857425,FP,1,2,3,243.4071937,197.0167757
8824602,008824602-03,270857425,FP,1,3,3,88.52824892,113.098674
8826102,008826102-01,271162552,FP,1,1,1,1.3704887769999998,11.5846098
8826317,008826317-01,271162675,FP,1,1,10,0.8790956239,23.88295877
8826317,008826317-03,271162675,FP,1,3,10,143.41053440000002,564.9914115
8826317,008826317-04,271162675,FP,1,4,10,74.12606948,530.3888611000001
8826317,008826317-05,271162675,FP,1,5,10,125.681519,480.1950283
8826317,008826317-06,271162675,FP,1,6,10,122.9214248,578.607001
8826317,008826317-08,271162675,FP,1,8,10,81.44044050000001,392.37058460000003
8826317,008826317-09,271162675,FP,1,9,10,486.19412710000006,590.7808575
8826317,008826317-10,271162675,FP,1,10,10,52.14359448,179.9832389
8826718,008826718-01,271257373,FP,1,1,2,0.7207274198,35.56659931
8826718,008826718-02,271257373,FP,1,2,2,0.7207165006,42.01098194
8827407,008827407-01,271428199,FP,1,1,2,6.648022315,85.83418354
8827407,008827407-02,271428199,FP,1,2,2,4.1862301539999995,112.3548837
8827821,008827821-01,271428111,FP,1,1,1,1.3221931,45.96464591
8831573,008831573-01,272492180,FP,1,1,1,438.0058363,151.4570566
8831687,008831687-01,272492251,FP,1,1,3,2.409196745,63.82343155
8831687,008831687-02,272492251,FP,1,2,3,428.9344803,323.73607930000003
8831687,008831687-03,272492251,FP,1,3,3,269.14995710000005,159.93151909999997
8832417,008832417-01,272605775,FP,1,1,1,686.4845414,48953.57938
8832676,008832676-01,272605910,FP,1,1,2,396.9313533,1064.004886
8832676,008832676-02,272605910,FP,1,2,2,323.6486192,1336.1068619999999
8837530,008837530-01,273689118,FP,1,1,1,5.395154381,21.06225372
8837839,008837839-01,273866765,FP,1,1,8,0.8037118083,12.57307317
8837839,008837839-02,273866765,FP,1,2,8,11.19367568,433.38428949999997
8837839,008837839-03,273866765,FP,1,3,8,18.60458959,308.68039669999996
8837839,008837839-04,273866765,FP,1,4,8,37.76960862,218.46094269999998
8837839,008837839-05,273866765,FP,1,5,8,20.11977079,479.6291703
8837839,008837839-07,273866765,FP,1,7,8,17.69899887,296.04180289999994
8837839,008837839-08,273866765,FP,1,8,8,28.14138555,310.0599673
8838620,008838620-01,274021803,FP,1,1,1,0.8215078578,16.26674198
8840083,008840083-01,268156423,FP,1,1,3,5.167058997,46.88869993
8840083,008840083-02,268156423,FP,1,2,3,5.166930596,0.023156769049999998
8840083,008840083-03,268156423,FP,1,3,3,1.72177636,25.37132944
8840117,008840117-01,268156369,FP,1,1,8,1.702569614,138.5593818
8840117,008840117-02,268156369,FP,1,2,8,1.702832939,25.66569661
8840117,008840117-03,268156369,FP,1,3,8,2.06975427,8.16113982
8840117,008840117-06,268156369,FP,1,6,8,19.30316771,79.05887812
8840117,008840117-07,268156369,FP,1,7,8,61.10870675,102.36320490000001
8840117,008840117-08,268156369,FP,1,8,8,76.7940601,209.74680869999997
8842025,008842025-01,268714000,FP,1,1,1,0.6182383703000001,124.6412408
8842494,008842494-01,268713979,FP,1,1,4,0.7756198740000001,99.08321705
8842494,008842494-02,268713979,FP,1,2,4,0.9292295191,102.1213137
8842494,008842494-03,268713979,FP,1,3,4,0.5592430882,113.8949389
8842494,008842494-04,268713979,FP,1,4,4,49.68329524,766.6953802999999
8843082,008843082-01,269036589,FP,1,1,1,0.8429027272,34.70410956
8843268,008843268-01,269036595,FP,1,1,1,7.875866942,32.61544834
8845026,008845026-01,239276046,FP,0,1,2,66.46755877,12804.465059999999
8845026,008845026-02,239276046,FP,1,2,2,66.46727698,452.91313099999996
8845205,008845205-01,239275865,PC,0,1,1,18.47762171,2558.46348
8845206,008845206-01,239275891,FP,1,1,3,7.8287937770000005,50.43781118
8845206,008845206-02,239275891,FP,1,2,3,263.1154204,454.8242677
8845206,008845206-03,239275891,FP,1,3,3,271.59945960000005,248.0517125
8845312,008845312-01,239288923,FP,1,1,2,2.639181059,146.7382924
8845312,008845312-02,239288923,FP,1,2,2,0.7152545263,253.12272819999995
8846809,008846809-01,240196241,FP,1,1,2,558.1752042,22.76452655
8846823,008846823-01,240196182,FP,1,1,1,0.5962410462,15.94244398
8847466,008847466-01,184947433,FP,1,1,1,337.9081598,161.0120975
8847759,008847759-01,185060821,FP,1,1,1,694.8732673999999,1024.819526
8848104,008848104-01,185060842,PC,0,1,1,0.824850313,24281.68752
8849165,008849165-01,185186804,FP,1,1,3,0.9323393105,24.74232039
8849165,008849165-02,185186804,FP,1,2,3,243.6580227,669.018752
8849165,008849165-03,185186804,FP,1,3,3,0.9323502767,28.53543419
8866102,008866102-01,164458714,PC,0,1,1,17.83376386,323.884381
8869680,008869680-01,164785549,PC,0,1,1,7.033784096000001,135.1005366
8869855,008869855-01,164831553,FP,1,1,1,0.9371059498000001,16.26937969
